Problem_CUI,Rx_CUI,co_occurrance_probability
C0011127,C4316969,0.007145859604875999
C0031106,C0981367,0.007145692735212385
C0034063,C0994978,0.007144016885858095
C0041582,C1178147,0.0071428571428571435
C0017181,C1178147,0.0071389346512905
C0001125,C4082743,0.007137758743754461
C4761312,C0690321,0.007136859781696054
C0021400,C0939651,0.0071360608943863
C0020517,C0995060,0.007136060894386299
C0521158,C0973812,0.0071355759429153915
C0235480,C0978624,0.0071343638525564815
C0022661,C0938971,0.007134134584484864
C0034063,C4282005,0.0071334214002642
C0206698,C4282005,0.0071334214002642
C0206698,C4082641,0.007132667617689017
C0001122,C0693367,0.007132368365848543
C0034063,C2920421,0.007132271211559836
C0012359,C1636717,0.007131940906775344
C0021400,C0994978,0.007130124777183601
C0028778,C0977275,0.007130124777183599
C0022661,C4282050,0.007129116215910377
C0948824,C0973812,0.007128309572301425
C0038454,C4281898,0.0071278825995807135
C0032326,C3887889,0.007127192982456141
C0264490,C4282056,0.00712603792291486
C0006826,C4048916,0.007125890736342044
C0001127,C0994978,0.007124352331606219
C0042963,C0782173,0.007123287671232876
C0028961,C0981367,0.0071230708349821915
C0041834,C0973812,0.007121057985757884
C0041582,C0980955,0.007120540579815447
C0041582,C3888181,0.007119215637294698
C0021400,C4082780,0.007118927973199331
C0041582,C0981517,0.007118412046543465
C0012359,C4048957,0.007118375955707883
C0008031,C0979757,0.007115749525616699
C0234233,C3887889,0.007115489874110564
C0011860,C3888358,0.007114905727499111
C0041582,C0593905,0.0071134406589292406
C1561643,C0687883,0.007111597374179432
C2830004,C4282005,0.00711087700816434
C0021400,C4282005,0.00711087700816434
C0856054,C0978624,0.00711068973690448
C0011860,C0710780,0.00711040884850879
C0004604,C0989249,0.007109004739336493
C0023380,C3887765,0.007109004739336492
C0003811,C0978624,0.007107320540156362
C0017181,C4082780,0.007105043187517415
C0596601,C3887765,0.007103393843725335
C0041948,C4282054,0.007103218645948945
C0043144,C4048933,0.007102741988767757
C0020456,C0978624,0.007102272727272728
C0001125,C0976856,0.007100881488736534
C0028754,C0938981,0.00709849157054126
C0234233,C3887765,0.007097791798107254
C0034065,C3887765,0.007097791798107254
C0034063,C0980346,0.00709639266706091
C0003578,C3887765,0.0070959264126149784
C1849718,C0979757,0.007095553453169348
C0001122,C0979637,0.007094211123723043
C0242656,C3887889,0.007092198581560285
C0040053,C3887889,0.007092198581560285
C0042963,C0979637,0.007092198581560284
C0021308,C0593904,0.00708955223880597
C0043144,C4281975,0.0070867156294291975
C0043144,C0976856,0.007085267529929147
C0238052,C3887765,0.00708475465757019
C0022661,C0691133,0.0070830650354153256
C0302148,C0981442,0.007082896117523609
C0034063,C4082647,0.007082869574015987
C0013922,C0979757,0.007082152974504249
C0149801,C4082774,0.007079901748302267
C0001127,C0978604,0.007079646017699116
C0021308,C4282050,0.007078142695356738
C0041582,C0690675,0.007077856420626897
C0038454,C4082641,0.007075471698113209
C0002940,C0979637,0.007070135746606335
C0085605,C3887889,0.007069059271343122
C1321878,C0688621,0.007069059271343122
C0023380,C0979757,0.007068803016022621
C0268398,C4048954,0.007068698917605479
C0036572,C3887765,0.0070680628272251295
C0043144,C0973757,0.007067137809187279
C0002940,C0979820,0.007067137809187278
C0600688,C0974988,0.0070643642072213495
C0000921,C0973812,0.007063572149344097
C0022661,C0974988,0.0070634401569653355
C0041582,C0973757,0.007061197041022192
C0042029,C0973812,0.0070600100857286935
C0021400,C0691212,0.00705801342744018
C4761312,C3888181,0.007057207094678991
C0034063,C0977439,0.0070570672457080826
C0028961,C4082774,0.007056451612903225
C0020456,C4082774,0.007056451612903225
C0232498,C1169852,0.0070546737213403885
C0020437,C0975411,0.007053542802180187
C0264490,C0978604,0.007053429730206313
C0264492,C1639201,0.007052186177715092
C0040053,C0978252,0.007051081165778752
C0038454,C0876711,0.007049345417925478
C1517205,C1585531,0.007048872180451129
C0009676,C0974988,0.0070486881608145145
C0041582,C4082638,0.007047477744807121
C0596601,C0710783,0.007047477744807121
C0496892,C0875706,0.007046388725778038
C0018926,C0979757,0.0070455612963832796
C0856054,C0978252,0.007045561296383278
C0751781,C4082772,0.007043226073746721
C1719672,C1169852,0.007042253521126761
C0235480,C0981517,0.007041281237056469
C4761312,C0981188,0.0070389488503050214
C0677042,C3887889,0.007038440714672443
C0006849,C0875706,0.007038123167155425
C0041582,C0710782,0.007038123167155425
C0028778,C2920421,0.007037688674877304
C0302148,C0710299,0.007037607213547394
C0009676,C0939651,0.007037297677691767
C0022658,C1169578,0.007034303082935301
C0268529,C0875706,0.007033997655334114
C0022661,C4282005,0.007031249999999999
C0036974,C4082772,0.007030603804797354
C0403447,C0711421,0.0070298769771529
C0008679,C1169852,0.0070298769771529
C0264490,C0938968,0.0070298769771529
C0024115,C0975411,0.007028753993610224
C0751781,C0981517,0.007028665931642779
C0027651,C2920421,0.007028576713215573
C0039070,C0688562,0.007028112449799197
C3714514,C0689877,0.007027768255056565
C0024115,C0688621,0.007027027027027027
C0019079,C0975411,0.007026509102523156
C0028778,C0979637,0.0070264193367060145
C0021400,C4082774,0.007026096931459707
C4761312,C1169578,0.007025151777970511
C0042373,C1169852,0.0070237050043898165
C0028961,C0981517,0.007022858716606996
C0031039,C1585531,0.007022471910112361
C0001125,C3887855,0.007021063189568706
C0042029,C0711421,0.00702000702000702
C0520863,C0688621,0.007019438444924407
C0013404,C0978252,0.007019185774450163
C1140999,C0975411,0.007017543859649124
C0003962,C1169852,0.007017543859649123
C0013604,C4082778,0.007017543859649123
C0022661,C1814027,0.007015902712815716
C1140999,C0711421,0.007015082427218521
C0023380,C0938981,0.007014467338886453
C0031526,C1639201,0.0070126227208976155
C0151603,C4048475,0.007010515773660491
C0029944,C0973812,0.00701051577366049
C0028961,C4316969,0.007010309278350516
C0021400,C4282054,0.00700832238282961
C2830004,C4282054,0.00700832238282961
C0041582,C4048916,0.007006071929005139
C0220983,C4048916,0.007006071929005139
C0026946,C4082743,0.007003317360855142
C0085681,C4282000,0.007002801120448179
C0019079,C1585531,0.006999533364442371
C0746883,C4082743,0.006998158379373848
C0003811,C0981738,0.006998158379373848
C0009492,C1639201,0.006997900629811057
C4761312,C0980346,0.006997084548104955
C0023882,C0875706,0.006997084548104955
C0027651,C1636717,0.006996501749125438
C0014867,C4048475,0.006996501749125438
C0520863,C1585531,0.006996268656716419
C0010340,C1169852,0.006996064713598601
C0010340,C1639201,0.006995452955578874
C0018799,C0875706,0.006993006993006993
C0043144,C0979637,0.006993006993006993
C0026771,C4082778,0.006993006993006993
C0036974,C4316969,0.006990131578947369
C0221103,C1169852,0.006989951944080385
C0037088,C0875706,0.0069889341875364
C0002940,C4282341,0.00698856416772554
C0151908,C0975411,0.00698856416772554
C0751781,C4048933,0.006988352745424292
C0340194,C1169852,0.0069868995633187774
C0008350,C1169852,0.0069868995633187774
C0020295,C1169852,0.0069868995633187774
C0948089,C0690321,0.006986899563318777
C0700148,C1639201,0.006985679357317499
C0009676,C0937759,0.006985294117647058
C1258215,C0875706,0.006984866123399301
C0012359,C4048933,0.0069848661233993005
C0009676,C0140600,0.006984534245599031
C1561643,C0975411,0.006984126984126985
C0700148,C1169852,0.006983849847228285
C0022658,C0980955,0.006983341820033461
C0013404,C3887889,0.006981740064446831
C0546817,C4048954,0.006980802792321117
C1514893,C0938981,0.006980802792321116
C0027651,C0980955,0.006979280261723009
C0038454,C0980955,0.006979280261723009
C0022660,C1169852,0.006977758395115569
C0242656,C0938981,0.006977758395115569
C0019191,C0693367,0.006976744186046512
C0085082,C4083864,0.0069767441860465115
C4761312,C0980955,0.006975730271762824
C0020437,C4082743,0.0069750367107195305
C0028754,C4082743,0.0069750367107195305
C0265987,C1639201,0.00697350069735007
C0001127,C4082779,0.006973058637083995
C0520863,C0875706,0.006972690296339337
C0000921,C0875706,0.006972690296339337
C0006826,C0981738,0.006972477064220183
C0032290,C1169852,0.006971677559912855
C0220983,C4282050,0.006971208342779415
C0085577,C0688621,0.006970509383378017
C0041582,C4082780,0.006966699177929498
C0041582,C4082779,0.0069642291864514105
C0017181,C4082647,0.006963366636391159
C0039070,C0981738,0.006959706959706959
C0020517,C0593905,0.006959706959706959
C0020517,C1359886,0.006959519856978674
C0022661,C0593903,0.006958250497017892
C0030920,C0875706,0.006956521739130434
C0151744,C0939651,0.0069561045814343974
C0151744,C0975411,0.006955422067657288
C2364135,C1639201,0.006954102920723227
C0001623,C0782173,0.006954102920723225
C0019079,C1169852,0.006953498478922208
C0403447,C0690321,0.006953498478922208
C0018802,C0875706,0.006952491309385863
C0023380,C1585531,0.006950880444856349
C0028778,C4316969,0.0069501226492232225
C0010340,C0978624,0.006949436855978912
C0041582,C4282007,0.006948465547191663
C0037199,C4082778,0.006948465547191661
C0009566,C1169852,0.006947459834997829
C0398738,C0876711,0.006946856547412296
C0022658,C0975164,0.00694600044812906
C3714660,C0973757,0.006945620870743689
C0024115,C0977809,0.006944444444444445
C0149801,C4282005,0.006944444444444445
C2364135,C1169852,0.006944444444444444
C1565489,C0981442,0.0069425901201602145
C0013404,C0981738,0.006941907197661672
C1565489,C0938981,0.006941431670281995
C0036572,C2343627,0.006941431670281995
C0394996,C0773592,0.006941230911614994
C0043144,C1169578,0.006940829429116779
C0019054,C0875706,0.006940427993059572
C0264490,C0980346,0.006940427993059572
C0272192,C0981359,0.006939090208172706
C0239981,C4083864,0.006936416184971099
C1258215,C4082778,0.006936416184971099
C0677042,C0938981,0.006935413957520589
C0036980,C4048845,0.006935413957520589
C0028961,C0711421,0.006934812760055479
C0032227,C0981367,0.006933744221879814
C0018965,C0688621,0.006933333333333333
C0234233,C1585531,0.006931608133086876
C0027651,C4082638,0.00693069306930693
C0018802,C0690321,0.006929406669553919
C0700148,C4048845,0.006929406669553919
C0039239,C0689877,0.0069291870880513785
C0006826,C0975411,0.006929133858267718
C0019123,C4083864,0.006928406466512703
C0028778,C0979757,0.006928406466512702
C0043144,C4048954,0.006927906473262611
C0014867,C0981742,0.006927606511950122
C0344315,C4282000,0.006927126627874758
C0006826,C0938981,0.006926406926406926
C1514893,C0688621,0.006925945657964838
C0520863,C4082778,0.006924408540103866
C0860062,C4082743,0.0069241982507288625
C0002064,C0976856,0.006923837784371909
C4761312,C0712925,0.006923076923076922
C0024299,C0690121,0.006922592825676526
C0031106,C4082774,0.006920415224913493
C0028778,C0978604,0.006919801277501774
C0235480,C1639201,0.0069180214458664825
C0002064,C1585531,0.006915629322268327
C0206698,C0980955,0.00691512592808269
C2830004,C0981738,0.006914119359534207
C0085581,C0690121,0.006913890634820868
C0020598,C1639201,0.006913238852402351
C0751781,C4282005,0.006913055038553576
C0860062,C0978624,0.006912991656734208
C0040053,C1585531,0.006912442396313365
C0751781,C0693367,0.0069124423963133645
C0600688,C2920421,0.0069124423963133645
C0038454,C4316969,0.006910569105691058
C1514893,C4082772,0.006909894969596463
C0018946,C4282005,0.006909380813180972
C0238052,C1585531,0.006909258406264395
C0006266,C4048845,0.0069084628670120895
C0038358,C0978624,0.006908051453072892
C0031106,C4082772,0.006907031357922365
C0006826,C4082774,0.006905481225722916
C0860062,C0977809,0.006905210295040804
C0741439,C0875706,0.006904487917146144
C0234233,C4282000,0.006904170118751727
C0006849,C0690675,0.00690387679235263
C0028961,C0693367,0.006903765690376569
C0018802,C3887855,0.006903553299492386
C0032326,C0981517,0.006903216899074969
C0018926,C4282000,0.006902263942573164
C0042963,C1639201,0.006901311249137337
C0019080,C4282005,0.006900212314225052
C0032326,C1169852,0.0068995256576110395
C0032326,C4082743,0.006899055918663762
C0039239,C0689399,0.00689838153356328
C0001125,C2343627,0.006898038370338435
C0018932,C4282000,0.006896551724137932
C0085631,C0981517,0.006896551724137932
C0000921,C4048845,0.006896551724137931
C0021308,C0975164,0.00689655172413793
C0020598,C0875706,0.00689655172413793
C1514893,C0981517,0.006895600606812854
C0220983,C4281944,0.006894868509366038
C0042029,C4048845,0.006893580353295992
C0009566,C4048845,0.006893580353295992
C0005874,C0977275,0.006892230576441102
C0034063,C0711421,0.006891798759476223
C0034065,C0978624,0.006891634980988593
C0028778,C0716159,0.006891548784911135
C0012359,C1585531,0.006890215893431328
C0038454,C0939651,0.006889997624138751
C0003578,C0978624,0.00688999762413875
C0332448,C0981359,0.006888633754305396
C1704493,C4083864,0.006888633754305396
C0003578,C1169852,0.006887645286267758
C0027651,C4282061,0.006887358364807819
C0860062,C0980636,0.006885998469778117
C0019163,C4083864,0.0068846815834767644
C2073348,C4082743,0.006884057971014493
C0016385,C0977275,0.00688360450563204
C2183328,C0981359,0.006883365200764819
C0151744,C4282000,0.006883259911894273
C0085605,C1639201,0.006882312456985547
C0019080,C0688621,0.006881948120698783
C0023882,C3887765,0.006881948120698782
C0018802,C4048845,0.006881720430107527
C0677042,C0981517,0.006881365262868153
C0018965,C0875706,0.006880733944954127
C2073348,C0875706,0.006880733944954127
C0014544,C4048475,0.0068796068796068794
C0011860,C0979637,0.0068794716565767754
C0006277,C0690121,0.006879299562226392
C4761312,C2343627,0.006878761822871882
C0018965,C3887855,0.006878413918672871
C0014544,C0980636,0.006878104700038211
C3714660,C1639201,0.00687757909215956
C0041582,C0939651,0.006876926725160067
C0220983,C0939651,0.006876926725160067
C0020437,C4082641,0.0068762278978389
C0017181,C2343627,0.006875805758487322
C0546817,C1169578,0.0068749456096075185
C0015970,C0979637,0.006874820968203952
C0011860,C4082641,0.006874427131072411
C0238052,C4082743,0.006874095513748191
C0021308,C0978604,0.006873457878040183
C0040053,C1169852,0.006872852233676977
C0015672,C4048845,0.006872852233676976
C0012359,C4282007,0.0068692513680288746
C0023380,C0782173,0.006868131868131867
C0035522,C0691089,0.0068669527896995704
C0022658,C4282341,0.00686641697877653
C0856054,C4082743,0.006864161849710982
C0025222,C3887855,0.006863140896245459
C0876973,C0977275,0.006862133499688085
C0865800,C0690121,0.006862133499688085
C0020683,C4083864,0.00686106346483705
C0015672,C1178147,0.00686106346483705
C0036572,C3887855,0.006860371267150929
C0004604,C2920421,0.006860109390933531
C0546817,C4281975,0.006859953404090086
C0740991,C0691089,0.006858122588941277
C1168329,C0691089,0.006858122588941277
C0001125,C0981517,0.006857769853243725
C0235480,C4082778,0.006857142857142857
C0741439,C4048475,0.0068560235063663075
C0001127,C1169578,0.006855853510370563
C0024115,C0981359,0.006854531607006854
C0041582,C0687868,0.006853785900783289
C0015970,C0938968,0.006853582554517134
C0745283,C0977809,0.006853582554517134
C0221103,C4083864,0.006853226727584238
C0036980,C4083864,0.006853226727584238
C0014544,C1178147,0.006853226727584237
C0024115,C0690675,0.006852925672113865
C0019079,C0981359,0.0068519223448800905
C0004604,C1639201,0.006851661527920522
C3714514,C2955100,0.00684931506849315
C0020517,C0773592,0.00684931506849315
C0023380,C0694411,0.00684931506849315
C0008350,C4083864,0.00684931506849315
C0009566,C0981359,0.006846709775580068
C0238052,C0782173,0.0068436901177114685
C1561643,C4048845,0.006843455945252351
C0015970,C4083864,0.0068415051311288486
C0017181,C2920421,0.006837922749953798
C0023380,C1178147,0.006837606837606838
C0036572,C0690321,0.006837606837606837
C0264490,C0710299,0.006837229819144243
C1140999,C0690675,0.00683491062039958
C0677930,C0690675,0.00683491062039958
C0020598,C4048933,0.006834472412068678
C0302148,C0688562,0.006832601268911664
C0018932,C4048475,0.006832601268911664
C0442874,C0981188,0.0068326012689116635
C0038454,C4282341,0.006832298136645963
C1517205,C0977275,0.006832298136645963
C0041834,C0977275,0.006832298136645963
C0019348,C0691089,0.006828851899274435
C0020456,C0782173,0.0068268705625341335
C0242656,C4048475,0.006825938566552901
C0023882,C4083864,0.006825938566552901
C0021400,C0712074,0.006824274920789665
C0021308,C0687883,0.006824146981627297
C0032326,C0979637,0.006822057987492894
C2004489,C0691089,0.0068201193520886615
C0018926,C0694411,0.006819590824550527
C0221103,C0977275,0.006819590824550527
C0028754,C0977275,0.006819590824550527
C0008031,C0981188,0.006819288845591817
C0021400,C3887855,0.0068190934616927405
C0745283,C1178147,0.006818181818181818
C0020598,C1178147,0.006818181818181818
C0022661,C4282061,0.006817426005986032
C0003864,C0691089,0.006817213463996591
C0152020,C0691089,0.006817213463996591
C0015672,C0690675,0.00681699003670687
C0019054,C0690675,0.00681699003670687
C0011854,C0939651,0.006815968841285298
C0003864,C0690121,0.006815365551425031
C0021308,C4282056,0.00681494331206245
C0027651,C4082779,0.006814580031695722
C0003486,C4083864,0.006814310051107326
C1135196,C0691089,0.0068143100511073255
C0677042,C0875706,0.006814310051107325
C0234233,C1178147,0.006814310051107325
C0543419,C0690121,0.006811145510835914
C2830004,C4082638,0.006811145510835913
C0003578,C1178147,0.006810442678774121
C0028778,C0688621,0.006809848088004191
C0860062,C4082641,0.006809338521400778
C0021308,C0979757,0.006808896958692692
C0006826,C4048933,0.006807238917482981
C0002064,C0979637,0.006806579693703914
C0332448,C0691089,0.006805614632071459
C0151744,C0876711,0.006805035726437565
C0017181,C0689877,0.006803878210580031
C0151744,C0977809,0.006802721088435374
C0001122,C1178147,0.006802721088435374
C2073348,C1178147,0.006802721088435374
C1761609,C4048535,0.006802721088435374
C0264490,C4282051,0.0068011146271194445
C0038454,C0710781,0.00680106873937333
C0018926,C1169578,0.006798570556959818
C0031039,C0977275,0.006798516687268233
C0242656,C0694411,0.006798516687268233
C0034065,C0981359,0.006797583081570997
C0038454,C0691212,0.00679686827841349
C0151744,C1814027,0.006796116504854368
C0042514,C3887889,0.006795016987542469
C0034063,C4048933,0.006794829300629765
C0043144,C0710780,0.006794564348521184
C0948824,C0980346,0.0067943174799258805
C0238052,C0694411,0.0067943174799258805
C0022661,C0772628,0.0067941620533467535
C0009492,C1636717,0.0067920585161964486
C0677930,C4083864,0.006791171477079797
C0011880,C0977796,0.006791171477079795
C0002873,C0989249,0.006790123456790124
C0038395,C0690121,0.006790123456790124
C0025222,C0977809,0.006790123456790124
C0265987,C0977275,0.0067901234567901226
C0003811,C1814027,0.0067895247332686705
C0020598,C0975164,0.006788866259334691
C0009676,C0710299,0.006787825706152835
C0085631,C0973757,0.006787714237230612
C0302148,C0979820,0.00678733031674208
C0002064,C0973757,0.0067865626060400405
C0037199,C2343627,0.006786339754816111
C3714514,C0977809,0.006785934608266503
C0020456,C4082778,0.006783493499152062
C0036572,C4082778,0.006783493499152062
C0001125,C0688621,0.006781429316640585
C0011860,C0974988,0.006780545051506064
C1849718,C4083864,0.006779661016949152
C0238052,C0981359,0.006779661016949152
C0546817,C0979637,0.006779661016949152
C3668885,C4048535,0.0067796610169491515
C0745283,C0690675,0.006777893639207508
C0012359,C0973757,0.006777363605557439
C0031106,C0981359,0.006777108433734939
C0234233,C0690675,0.006774361646690985
C0442874,C0691089,0.006773920406435224
C0220983,C2955100,0.006773707977922729
C1265876,C0977809,0.0067733990147783255
C1321878,C0980346,0.0067733990147783255
C0856054,C4082774,0.006773310275255799
C0220983,C4282061,0.006773262269598045
C0442874,C0939651,0.006773101112723755
C0344315,C4083864,0.006772009029345373
C0856054,C1178147,0.0067720090293453715
C0020598,C4082641,0.006769825918762089
C0034063,C0980955,0.006769544329596739
C0043144,C0593904,0.006769462203836029
C0546817,C0977809,0.006769230769230769
C1135191,C0980346,0.006765067650676506
C0031039,C1636717,0.006763787721123831
C0041582,C4082647,0.006762212353653614
C0677930,C0978252,0.006762069507784242
C3714660,C0981359,0.0067618332081142
C0031106,C0774583,0.006761260832301685
C0006849,C0989249,0.006760909649661956
C0023882,C0690121,0.006760909649661954
C0265987,C0690121,0.006760909649661954
C0037199,C0690121,0.006760909649661954
C1565489,C0975164,0.006759801712483101
C0014009,C4316969,0.006759611322348965
C0038454,C0593905,0.006759294029290275
C0001127,C0593905,0.006759294029290275
C0546817,C0975164,0.006758278891642262
C0002064,C0981517,0.0067576885946765974
C0745283,C0981188,0.006756756756756756
C0020456,C0981359,0.006756756756756756
C0028961,C0694411,0.006756756756756756
C0038358,C4048916,0.006756756756756756
C0003962,C4048535,0.006756756756756755
C1140999,C0691089,0.00675390460109751
C0001125,C0690321,0.006753904601097508
C0001122,C0773592,0.006753714542998649
C0085631,C4082641,0.006753497346840329
C0149801,C4083864,0.006752954417557682
C0001127,C2920421,0.006751132895588643
C1704493,C0687868,0.006749915626054675
C0442874,C1636717,0.006749740394600208
C0019080,C1178147,0.006749156355455568
C0020437,C0989249,0.006748466257668713
C0403447,C0690121,0.006748466257668713
C0011860,C4082779,0.006748273697426241
C0264490,C0977786,0.006746626686656672
C0220983,C0710782,0.006744868035190617
C0018965,C0981188,0.006743737957610789
C0018965,C2343627,0.006743528388079182
C0238052,C0773592,0.006741573033707865
C0948824,C4048535,0.0067415730337078645
C0677042,C1178147,0.00673778775968557
C0003132,C3887889,0.00673778775968557
C0151908,C4048916,0.0067372473532242546
C0085682,C4316969,0.006736842105263158
C0029408,C0977275,0.0067360685854255965
C0600688,C4048933,0.006734559789750329
C2830004,C0980636,0.006734006734006734
C0018946,C0772628,0.006733578960741965
C0036572,C4281975,0.006733134792179205
C0011860,C0994978,0.006732927220262905
C0009566,C0690121,0.006731946144430845
C0344315,C0977275,0.006731946144430845
C0018946,C0978252,0.006731371321227302
C2830004,C0979637,0.00672834314550042
C0036974,C0694411,0.00672782874617737
C0302148,C4048957,0.006727037516170763
C0836924,C4048535,0.006726457399103138
C0600688,C2955100,0.0067247820672478205
C0677930,C0690121,0.0067237163814180935
C0013922,C0977275,0.006723716381418093
C0022661,C2955100,0.006723107569721116
C0036974,C0977439,0.006722803205215265
C0020517,C1814189,0.006722689075630252
C0028754,C4048535,0.006722689075630252
C0020295,C4048535,0.006718924972004478
C0041948,C1636717,0.006718346253229975
C0013404,C1814027,0.006717850287907869
C0001127,C4048954,0.006715771230502599
C0041948,C0690121,0.006715506715506717
C2004489,C3887889,0.006715165081141577
C0002873,C0979757,0.00671462829736211
C0085577,C0977275,0.006711409395973155
C1258215,C0975411,0.006711409395973155
C0038454,C0978612,0.006711409395973154
C0004604,C2343627,0.006711409395973154
C0003962,C0979757,0.006711409395973153
C0019158,C4048535,0.006711409395973153
C0009676,C0979820,0.006711409395973153
C0001127,C0691212,0.006710831971091801
C0020683,C0978624,0.006709801102324466
C0020517,C0710780,0.006708760852407262
C1565489,C4082641,0.006708193579300432
C1265876,C4082641,0.006708193579300432
C0029408,C0690121,0.006707317073170732
C0011860,C1359886,0.006706265568116498
C1565489,C0939651,0.0067049808429118785
C0344315,C0690121,0.006703229737964656
C0019080,C1169578,0.006702062842719123
C0036572,C0981188,0.006701771182383915
C0011860,C3887889,0.006701030927835052
C0041834,C3887889,0.006700167504187605
C0018802,C0980346,0.006699147381242387
C0012359,C0693367,0.006698764915218757
C0034063,C2343627,0.006698357821953328
C0041582,C4281975,0.006695853721349473
C0009676,C4082777,0.006695549428909021
C0038454,C4082780,0.006695494490165993
C0741439,C0977275,0.006695069993913573
C0038358,C0690121,0.006695069993913573
C0011860,C0774583,0.006694323967565529
C0018802,C0975411,0.0066942939113803
C0027051,C1636717,0.006694129763130794
C0018799,C4048535,0.006692693809258226
C0006849,C0979757,0.006692160611854685
C0011860,C4282054,0.006691128858191237
C1561643,C0977275,0.006690997566909976
C0009566,C0989249,0.006690997566909976
C0546817,C0693367,0.006690361697679281
C0020517,C4281875,0.006689684937419075
C0085631,C0994978,0.006689508892152064
C0019054,C0975411,0.006687898089171975
C0020517,C4281944,0.006687743190661478
C0004604,C0690675,0.00668724279835391
C0027051,C0690121,0.006686930091185411
C0302148,C4282056,0.006686892452479723
C0017181,C0981742,0.006686726847208291
C0520863,C0978624,0.006685768863419293
C0000921,C0978624,0.006685768863419293
C0302148,C0978604,0.006685432793807178
C0038454,C3888181,0.006685410809122149
C0264490,C4048954,0.00668535691179642
C0151744,C4083864,0.006685236768802228
C0043144,C3888181,0.00668415792103948
C0751781,C0994978,0.006682966585167076
C0149801,C0690121,0.006682867557715675
C0234233,C0977275,0.006682867557715674
C2364135,C0978624,0.006682577565632458
C0027651,C1169578,0.006682287598715612
C0038454,C1169578,0.006682287598715612
C0022660,C4282000,0.0066815144766146995
C1140999,C0978624,0.006680983058935814
C0012813,C0979757,0.006679389312977099
C0340194,C0979757,0.006679389312977099
C0003873,C0711421,0.006678383128295255
C0154061,C0973812,0.00667693888032871
C0020517,C4082745,0.0066760365425158116
C0746883,C2608111,0.006676036542515811
C0023882,C4282000,0.006675938803894298
C0019080,C0994978,0.006675350048844026
C0028778,C0939651,0.0066746126340882
C1265876,C0994978,0.0066742633892235064
C0206698,C4082779,0.006674082313681869
C0001125,C4082778,0.006674082313681868
C0004144,C1639201,0.0066736916051984545
C0020517,C0687883,0.006673511293634497
C0085605,C0691089,0.006672226855713095
C0857353,C0782173,0.006672226855713093
C0023895,C0978624,0.006671431975220395
C0151908,C0690121,0.006670709520921771
C1849718,C0989249,0.006670709520921771
C0028778,C0694411,0.0066707095209217705
C0020517,C4048957,0.006670087224217548
C1561643,C0981738,0.006666666666666666
C0876973,C1639201,0.006664328305857594
C0020517,C0979820,0.006662965019433647
C0003811,C3887855,0.006662628709872805
C1561643,C0690121,0.006662628709872804
C4761312,C4082647,0.006661956192591098
C0021308,C0980636,0.006661732050333087
C0002940,C3887855,0.006659939455095863
C0005874,C0973812,0.00665983606557377
C0025222,C4281882,0.006659267480577136
C0014009,C0782173,0.006659267480577135
C0031526,C0782173,0.006659267480577135
C0038454,C0712074,0.0066590872178008765
C0031106,C4048933,0.006657789613848201
C0032227,C1814189,0.006657116373135586
C0546817,C0977439,0.006656704252139655
C0023895,C0688562,0.006656426011264722
C0022658,C0981367,0.006656225528582616
C2073348,C0975411,0.006656101426307449
C0238052,C0977275,0.006654567453115548
C4761312,C2920421,0.006654343807763401
C0041948,C4082774,0.006654129900188052
C0042963,C0975411,0.006653992395437263
C0004604,C0977439,0.006653992395437263
C0442874,C0979757,0.006653992395437262
C1849718,C4282000,0.006653728860548932
C0085631,C1636717,0.006653019447287616
C0151603,C0973812,0.006653019447287615
C1457887,C0973812,0.006653019447287615
C0021400,C0693367,0.006652806652806653
C0018926,C0978624,0.006652411499168448
C0677042,C4083864,0.0066518847006651885
C0036974,C4048916,0.0066508313539192405
C0018926,C0690121,0.006650544135429264
C0749769,C0973812,0.006649616368286444
C0023895,C4282000,0.006648199445983379
C0085631,C0978624,0.006647673314339981
C0206698,C0981442,0.0066471683063015164
C0036974,C0976856,0.006646971935007385
C0004604,C3887855,0.006646525679758308
C0019054,C4048535,0.0066445182724252485
C0010200,C0711421,0.006643356643356643
C0038395,C0782173,0.006642679213949626
C0221103,C0782173,0.006642679213949626
C0596601,C4082774,0.00664259927797834
C0002064,C4282007,0.006642582449597949
C0001122,C0690121,0.006642512077294686
C0012359,C4282005,0.0066418703506907545
C0000921,C0979757,0.006641366223908918
C0031106,C4282007,0.006640260950605778
C0700148,C0782173,0.006639004149377592
C0023380,C0711421,0.006638714185883997
C0039239,C4282341,0.006638503319251659
C0008311,C3887765,0.006638343069569835
C0002940,C4282005,0.006638343069569835
C0009566,C0979757,0.006638217164532953
C0002064,C0690121,0.0066344993968636915
C0036974,C0938968,0.0066344993968636915
C0154286,C0973812,0.0066326530612244895
C1140999,C0979757,0.006631927996210327
C0151744,C0687868,0.006631299734748011
C0085631,C4282054,0.006631299734748011
C0546817,C4282005,0.00663129973474801
C0546817,C0980955,0.006631203089703418
C0012359,C0977275,0.006630500301386377
C0036980,C3887765,0.006629541235746486
C0022658,C4082641,0.006628787878787879
C2830004,C0691212,0.0066276467550352896
C0238052,C0690121,0.006626506024096386
C0025222,C0977275,0.006626506024096386
C0006266,C0782173,0.006626173384870237
C0029443,C0973812,0.006625891946992864
C0027651,C4281882,0.006625258799171843
C1565489,C0710783,0.0066249539933750465
C3263723,C4048954,0.00662397880326783
C0036572,C4082772,0.006623430384986891
