Problem_CUI,icd9_code,co_occurrance_probability
C0002940,9672,0.005120383484039656
C0024115,9604,0.0051170089377089445
C0700148,966,0.0051076536225051076
C0025222,9604,0.0050916496945010185
C0018790,9672,0.005088495575221239
C0006849,9604,0.0050553354283372045
C0037199,9604,0.005048437713194159
C0042487,3893,0.0050357805459846266
C0042384,3893,0.005030713831815293
C0009676,3961,0.005004448398576512
C0154298,9904,0.005000943574259295
C0027651,966,0.004993757802746567
C0014457,3893,0.004978286198495921
C0162316,3893,0.004978286198495921
C0221103,3893,0.0049769682850638
C0085682,3893,0.004974597798475868
C0015970,9672,0.004969081272084805
C0023882,966,0.0049423393739703465
C0019054,966,0.004933824105254914
C0011854,3893,0.004920895285464838
C0003811,966,0.004920721705850192
C3714660,9604,0.004907640924272374
C0020258,3893,0.0048713332627343
C0037088,3893,0.004870301746956061
C0151799,966,0.004867326110849427
C0700198,9672,0.004856512141280353
C0010340,9604,0.004855032822757111
C0013922,9671,0.004854368932038835
C2073348,3891,0.004827136333985648
C1320835,966,0.004809587636994402
C0005874,966,0.004805041354864119
C2073348,966,0.004777943134644005
C0032326,9671,0.004773450522806486
C0010340,3893,0.004770486589632143
C0001122,966,0.0047600468201326575
C0340643,3961,0.0047245909195667195
C0546959,3893,0.004717731248343493
C0038395,3893,0.004717231144326072
C0232498,3893,0.0047169811320754715
C0948824,3893,0.004712984537174327
C0023895,9672,0.004708201029234644
C0029944,3893,0.004701780337048971
C0032326,9904,0.004696599661844825
C0748355,3893,0.0046659597030752915
C0162429,3893,0.00466472303206997
C0948268,3893,0.004662745721400943
C0012813,3893,0.004660029654734166
C0700148,9604,0.004646395626921763
C0836924,966,0.004638729459863197
C1704493,9672,0.004634227077126779
C0151744,9604,0.004621763066675728
C0340194,3893,0.004611714815796448
C3714660,3893,0.004600010574736953
C0151744,9904,0.004591454272863568
C0042963,966,0.004581812533975305
C0016382,966,0.004568008190911239
C0038395,966,0.004561182761874803
C0876973,3893,0.004558223352944294
C0265493,3893,0.004555567327047356
C0024115,3893,0.004550505317741679
C0000921,966,0.004550090217306033
C0018946,966,0.004545810800219453
C0006826,966,0.004521712013721057
C0038395,9604,0.0045128205128205125
C0005859,3893,0.004508327145433329
C1510453,9604,0.004506965310024583
C0009492,3891,0.004476040021063717
C0016385,3893,0.004453398367087265
C0008679,3893,0.004452926208651399
C0700148,3893,0.004449859617523971
C0496892,3893,0.004448681283762313
C0019191,9672,0.004422821760283061
C0036980,9672,0.004415011037527594
C0031526,3893,0.0044001484387425115
C0836924,3893,0.004398516163222045
C0154298,3893,0.004395953604152322
C0018926,9671,0.004394605243218669
C0022660,9604,0.00437636761487965
C2073348,9604,0.004360861270100845
C1719672,3893,0.004348979050649694
C0267963,3893,0.004348056630786361
C0020437,9604,0.0043003412969283275
C0001623,3893,0.0042963984511748795
C0008350,3893,0.004293665518155313
C0026266,3961,0.004255319148936169
C0043241,3893,0.00424380669460506
C0015967,3893,0.00424358158285593
C0014009,3893,0.004241331778178347
C0014591,3893,0.004186761354602787
C0012359,9671,0.004162567168697495
C0018926,9604,0.004153332879417172
C3714660,966,0.004152954082432221
C0007642,3893,0.004137053145221173
C2129214,3893,0.004136614340263046
C1510453,3893,0.004130043418405167
C0836924,9604,0.004101722723543888
C0031526,966,0.004090623033354311
C0020676,3893,0.004085530853716772
C0221103,966,0.004082914572864322
C0022660,3893,0.0040814163044630555
C0020295,3893,0.004081199978798961
C0018926,966,0.004069494443574895
C0004144,9604,0.004042203343381749
C0016382,3893,0.004032258064516129
C0003132,3893,0.00403183023872679
C3159311,3893,0.004026916759391723
C0265987,3893,0.004024784197426256
C0010340,966,0.004011010617381045
C0027651,9671,0.004004230885463886
C0038358,966,0.003988737681839512
C0151603,9672,0.003980539584254755
C0019151,3893,0.003979413169204648
C0151744,3961,0.003976820815816384
C0007789,3893,0.003975616220514179
C1510475,3893,0.003971405877680699
C0018946,3893,0.003966155473294553
C0014038,9671,0.003966135306231409
C0000921,9604,0.003957423580786027
C0003132,966,0.003937317899047168
C0020683,3893,0.003924896573671369
C0398650,3893,0.003924896573671369
C1704493,3893,0.003924064057694347
C0006114,3893,0.003922815945716709
C0684336,3893,0.003922815945716709
C0014038,9604,0.003904109589041096
C0005874,9604,0.0039030402629416597
C0014009,9604,0.0038987688098495216
C0005874,3893,0.003873501008171495
C0042373,3893,0.0038679595188894187
C0027651,9904,0.003837514039685511
C2364135,9604,0.003821221426134425
C0878544,3893,0.0038194260251445547
C0267963,3961,0.003790924755887421
C1168329,3893,0.0037661786547846378
C0020433,3893,0.0037659788893014373
C0003486,3893,0.0037623867309628527
C0333288,9672,0.00375151715767406
C1320835,3893,0.003716682595306361
C0000833,3893,0.003716287959227012
C2073348,9671,0.003715780693106847
C0026946,3893,0.003714907392665711
C0009492,966,0.003701370294534572
C0026946,9604,0.0036983768235052394
C0021308,3961,0.003698307744032276
C0034067,3893,0.0036604774535809017
C0015970,3893,0.003660283274096865
C0554309,3893,0.00365950676213206
C0332448,3893,0.0036589245943366207
C0026771,9672,0.003655699567962779
C1320835,9604,0.003632127192982456
C0015970,966,0.003622047244094488
C0340194,966,0.003618058832782759
C0009492,3893,0.0036076184412966207
C0543419,3893,0.003606470432246088
C0014867,3893,0.003605896701665076
C0085762,966,0.003587024329382408
C0022660,9671,0.003578226113437381
C0022595,3893,0.00355720732678524
C0151603,3893,0.0035564520409788205
C0004144,3893,0.0035035566408323595
C0019158,3893,0.0035009548058561424
C0700198,3893,0.0035003977724741443
C0013604,3893,0.0034953924372418173
C0020433,9604,0.0034905208404626647
C0543419,9604,0.003490043112297269
C3714660,9671,0.003489607039902898
C0333288,9604,0.003489326765188834
C0031526,9604,0.0034881335066000957
C0039070,9604,0.0034646739130434778
C0021843,3893,0.003451022033448367
C0521158,3893,0.0034493738059859897
C3203359,3893,0.0034440735442166056
C0857353,3893,0.0033977489912932683
C0026266,3893,0.003395405591808584
C0410422,9604,0.003352719808416011
C0003486,9671,0.0033485540334855404
C0272192,3893,0.003344659163304311
C0026764,3893,0.0033428844317096463
C0034186,3893,0.003341466001909409
C0035410,3893,0.0033398717065154003
C0019348,966,0.0033102143757881464
C0019191,966,0.0033102143757881464
C0151699,3893,0.0032906958229393345
C0014038,3893,0.0032905211760959553
C0019348,9604,0.003288346920600123
C0009492,9604,0.0032860957075374815
C0151699,9671,0.0032799389778794814
C0018944,3893,0.0032388234044812576
C0019348,3893,0.003237963798503105
C0085681,3893,0.0032377919320594477
C0333288,3893,0.003234701452964259
C0333288,966,0.0032265680333674355
C0700198,9604,0.0032163142407445424
C0003486,9604,0.0032127965001025357
C0018946,9604,0.003204254158712844
C0231218,3893,0.003183868400106129
C0011175,3893,0.0031836994587710918
C3542022,3893,0.003183361629881154
C0018801,3893,0.0031828550209537956
C0034155,3893,0.00313263247318679
C0036980,3893,0.003129143463272341
C0268030,9604,0.0030864197530864196
C0270611,3893,0.003081172970675733
C0235299,3893,0.0030787196772652475
C0749769,3893,0.0030783928666206677
C0410422,3893,0.0030757808771278566
C0018790,3893,0.0029731882134324396
C5194182,3893,0.002969561989606533
C0274281,3893,0.002968774850235911
C0018790,9604,0.0029466182416226956
C0042769,3893,0.0029196305340269666
C0278134,3893,0.0029162248144220574
C0018946,9671,0.002883375066393505
C0036980,9604,0.0028741531513036336
C0476474,3893,0.0028160034004569364
C2826321,3893,0.0028125663341116536
C0014118,3893,0.002763164886550826
C0010346,3893,0.0027621374694571338
C0038826,3893,0.0027619907579540023
C0151517,3893,0.0027612574341546307
C0002940,966,0.002729470482726351
C0023530,3893,0.0027093072673183166
C1412000,3893,0.0027093072673183166
C0151705,3893,0.0027074374900461855
C0038220,3893,0.002656324709132444
C1761609,3893,0.0026559014129395515
C0085628,3893,0.0026539278131634814
C0239340,3893,0.0026530828823092428
C0019191,9604,0.0026032746454750975
C0746883,3893,0.0026005731875597066
C0027947,3893,0.002550207204335352
C0021141,3893,0.0025475002653646103
C0026771,966,0.002525451819114514
C0009450,3893,0.002496282132993414
C0019158,9604,0.002464065708418891
C0019191,3893,0.002441743192313817
C0948089,3893,0.0024407067437788505
C0015970,9604,0.0023957834211787254
C0333276,3893,0.002389295954125518
C0239981,3893,0.0023383111016633895
C0268030,3893,0.002337689937307406
C0001973,3893,0.0022843178920526983
C0004239,3893,0.002179344070589486
C0020255,3893,0.00217876501222234
C0026837,3893,0.0021784177248817807
C0019123,3893,0.0019668296831809482
C0008370,3893,0.0019665160775976616
C0008311,3893,0.0019117412776804203
C0267841,3893,0.0017018560867946603
C0026771,3893,0.0014344915524386356
